radio,mcc,mnc,operator,lac,cellid,lat,lon,range,averageSignal,created,sample_data,network_type,country,region_type,lat_normalized,lon_normalized,range_normalized,averageSignal_normalized
UMTS,262,1,Telekom,1401,37343,48.15817031831153,11.59630963755724,1296,-72,2025-08-13 07:42:20,True,3G,Germany,Munich City Center,0.5288609538177349,0.5888633406157482,0.053936494127881686,0.4482758620689655
LTE,262,1,Telekom,2007,49650,48.14998533487373,11.550994741084244,1001,-77,2025-09-07 03:36:43,True,4G,Germany,Munich City Center,0.5014908737637277,0.49724730056606525,0.021857329273597216,0.27586206896551724
LTE,262,2,Vodafone,1434,28686,48.13059942070146,11.587774308768463,1278,-81,2025-09-17 09:02:18,True,4G,Germany,Munich City Center,0.4366655718131676,0.5716069175625508,0.05197912135711179,0.13793103448275862
LTE,262,2,Vodafone,4988,40210,48.13158044487744,11.599334185934612,1926,-68,2025-04-23 08:31:43,True,4G,Germany,Munich City Center,0.4399460561825859,0.5949782645555751,0.12244454110482819,0.5862068965517241
GSM,262,2,Vodafone,2437,44305,48.15638984522811,11.581429247749417,1370,-72,2024-11-13 18:32:12,True,2G,Germany,Munich City Center,0.5229071615837713,0.5587786996985874,0.06198347107438017,0.4482758620689655
LTE,262,1,Telekom,2316,44593,48.1470431999109,11.582059820584368,1394,-61,2024-12-06 13:18:10,True,4G,Germany,Munich City Center,0.49165255581543427,0.5600535693462644,0.0645933014354067,0.8275862068965517
NR,262,1,Telekom,4088,28206,48.134209700657024,11.586392563082276,1291,-77,2025-08-08 23:48:15,True,5G,Germany,Munich City Center,0.44873812542946045,0.5688133534594173,0.053392779469334496,0.27586206896551724
LTE,262,1,Telekom,1161,47631,48.144606112245704,11.580802075669709,981,-75,2025-06-02 06:43:59,True,4G,Germany,Munich City Center,0.4835030848969023,0.5575107055764592,0.01968247063940844,0.3448275862068966
LTE,262,7,O2,1686,10017,48.15319905818222,11.58216437261658,1429,-83,2025-03-08 21:23:23,True,4G,Germany,Munich City Center,0.5122373663978468,0.5602649489127197,0.06839930404523706,0.06896551724137931
GSM,262,7,O2,4474,34987,48.146185906556774,11.555798328571186,1462,-58,2024-10-24 17:05:18,True,2G,Germany,Munich City Center,0.48878581968695617,0.5069590222699436,0.07198782079164855,0.9310344827586207
NR,262,2,Vodafone,3209,45100,48.15790388499736,11.575450183514548,1873,-63,2025-03-27 00:18:39,True,5G,Germany,Munich City Center,0.5279700172394,0.5466904410676119,0.11668116572422793,0.7586206896551724
LTE,262,2,Vodafone,4307,36985,48.135169713113775,11.551109088532867,1932,-78,2025-03-06 17:26:07,True,4G,Germany,Munich City Center,0.4519483479050248,0.4974784841557451,0.12309699869508482,0.2413793103448276
UMTS,262,1,Telekom,3439,22891,48.15246102891129,11.598262695321822,813,-73,2025-06-11 08:39:43,True,3G,Germany,Munich City Center,0.5097694420115609,0.5928119630844285,0.0014136581122227054,0.41379310344827586
UMTS,262,1,Telekom,2973,44712,48.157485924073804,11.568450687613945,1691,-61,2025-08-03 07:46:50,True,3G,Germany,Munich City Center,0.5265723816761606,0.5325391101219625,0.09688995215311005,0.8275862068965517
UMTS,262,7,O2,4085,40316,48.1552041458032,11.584624626197781,1566,-77,2025-09-20 12:30:01,True,3G,Germany,Munich City Center,0.5189422557991014,0.5652390017776987,0.08329708568943019,0.27586206896551724
LTE,262,1,Telekom,4729,13898,48.13763993206138,11.56629632360263,1356,-84,2024-11-12 23:52:51,True,4G,Germany,Munich City Center,0.4602086077895782,0.5281834938698148,0.06046107003044802,0.034482758620689655
NR,262,7,O2,4057,20972,48.153225853796336,11.587954796623164,1115,-75,2025-04-18 02:15:25,True,5G,Germany,Munich City Center,0.5123269692796484,0.5719718214641765,0.03425402348847325,0.3448275862068966
UMTS,262,1,Telekom,4324,38862,48.14050076108359,11.591479661813585,1315,-66,2025-10-01 05:32:28,True,3G,Germany,Munich City Center,0.4697750436844877,0.5790982680764467,0.056002609830361025,0.6551724137931034
GSM,262,2,Vodafone,1579,22047,48.137847831942715,11.586020211097665,1747,-58,2025-01-01 19:03:53,True,2G,Germany,Munich City Center,0.4609038121767971,0.5680605455090557,0.10297955632883862,0.9310344827586207
LTE,262,7,O2,3165,15266,48.15864452237999,11.587623459194482,1286,-78,2025-01-06 05:57:34,True,4G,Germany,Munich City Center,0.5304466629904339,0.5713019352788659,0.0528490648107873,0.2413793103448276
LTE,262,7,O2,3975,46902,48.15315114410835,11.574661608072246,1859,-60,2025-04-10 03:43:23,True,4G,Germany,Munich City Center,0.5120771446884889,0.5450961273887277,0.11515876468029577,0.8620689655172413
LTE,262,1,Telekom,2217,24033,48.15434655057679,11.580726580506196,1181,-83,2025-08-30 20:29:49,True,4G,Germany,Munich City Center,0.5160745102283156,0.557358072149876,0.04143105698129622,0.06896551724137931
GSM,262,2,Vodafone,2404,10612,48.15589907872026,11.562610672984565,1545,-61,2024-12-29 05:09:20,True,2G,Germany,Munich City Center,0.5212660686347359,0.5207319770196105,0.08101348412353197,0.8275862068965517
UMTS,262,7,O2,3191,10592,48.154230182389355,11.577083873668855,1011,-79,2025-03-15 15:42:21,True,3G,Germany,Munich City Center,0.5156853821830325,0.5499933775025425,0.022944758590691606,0.20689655172413793
NR,262,7,O2,4544,29281,48.14692733866974,11.578807030149154,1528,-62,2025-03-14 05:02:13,True,5G,Germany,Munich City Center,0.49126512296725666,0.5534771937616181,0.07916485428447151,0.7931034482758621
LTE,262,7,O2,1605,18832,48.14661149946946,11.598506799822799,1776,-80,2025-06-26 20:37:59,True,4G,Germany,Munich City Center,0.4902089761513661,0.5933054848505248,0.10613310134841235,0.1724137931034483
NR,262,1,Telekom,1401,36672,48.14726766005436,11.58332027220811,939,-66,2024-12-20 08:42:12,True,5G,Germany,Munich City Center,0.4924031366983688,0.562601905443873,0.015115267507612004,0.6551724137931034
LTE,262,2,Vodafone,2034,39688,48.15262933289052,11.568820655674262,804,-66,2024-11-24 13:44:45,True,4G,Germany,Munich City Center,0.5103322401430337,0.5332870983392882,0.00043497172683775554,0.6551724137931034
GSM,262,2,Vodafone,3429,23576,48.14024369928814,11.57547491469448,1737,-81,2025-07-01 18:42:35,True,2G,Germany,Munich City Center,0.46891544488705317,0.546740441684352,0.10189212701174424,0.13793103448275862
NR,262,1,Telekom,4068,28692,48.14681782427473,11.579270790676324,991,-56,2024-12-04 04:09:59,True,5G,Germany,Munich City Center,0.4908989135813275,0.5544148082402474,0.020769899956502826,1.0
LTE,262,7,O2,2031,12993,48.13710255217472,11.585881642784589,1393,-83,2025-03-02 06:32:12,True,4G,Germany,Munich City Center,0.4584116425752639,0.5677803930402536,0.06448455850369726,0.06896551724137931
LTE,262,2,Vodafone,2086,18094,48.144510809459916,11.570635118530417,1194,-70,2024-11-14 22:03:06,True,4G,Germany,Munich City Center,0.4831843982561536,0.5369555145696373,0.04284471509351892,0.5172413793103449
GSM,262,2,Vodafone,1203,17746,48.14949936436479,11.560026164639202,1604,-76,2025-07-14 02:11:27,True,2G,Germany,Munich City Center,0.49986581833940485,0.5155067103080645,0.08742931709438886,0.3103448275862069
LTE,262,1,Telekom,3781,23438,48.14339788450507,11.588283676038705,1490,-63,2025-09-14 12:07:42,True,4G,Germany,Munich City Center,0.4794628458132264,0.5726367381262651,0.07503262287951283,0.7586206896551724
NR,262,1,Telekom,1694,48983,48.154280491059765,11.581427999442948,887,-83,2025-01-26 19:37:01,True,5G,Germany,Munich City Center,0.5158536112756138,0.5587761759171286,0.009460635058721183,0.06896551724137931
LTE,262,7,O2,3669,10488,48.14154115327957,11.551729306278588,824,-70,2025-05-27 06:11:19,True,4G,Germany,Munich City Center,0.47325405105304386,0.4987324182536726,0.0026098303610265334,0.5172413793103449
NR,262,2,Vodafone,4925,46788,48.13774035270243,11.598535950215423,1475,-84,2025-05-16 23:22:14,True,5G,Germany,Munich City Center,0.46054440822282555,0.5933644200737292,0.07340147890387125,0.034482758620689655
LTE,262,2,Vodafone,4995,45522,48.152726248039045,11.566595183733249,1129,-64,2025-03-01 18:30:33,True,4G,Germany,Munich City Center,0.510656318425383,0.5287877186132672,0.03577642453240539,0.7241379310344828
UMTS,262,2,Vodafone,4446,42958,48.13933364392804,11.592730076018357,861,-63,2025-05-19 03:21:31,True,3G,Germany,Munich City Center,0.46587227586308827,0.5816263108786937,0.006633318834275772,0.7586206896551724
LTE,262,7,O2,3099,36365,48.15911156931667,11.589393717574689,1209,-65,2024-10-26 05:33:22,True,4G,Germany,Munich City Center,0.5320084391556738,0.574880980477743,0.0444758590691605,0.6896551724137931
NR,262,7,O2,1051,25747,48.14023964225201,11.583729289628502,1962,-82,2025-04-14 06:55:27,True,5G,Germany,Munich City Center,0.46890187840833225,0.563428842263423,0.12635928664636797,0.10344827586206896
LTE,262,7,O2,2100,19120,48.15674024929989,11.576826898525747,1474,-58,2025-03-05 17:19:47,True,4G,Germany,Munich City Center,0.5240788911991826,0.549473834331639,0.07329273597216181,0.9310344827586207
NR,262,1,Telekom,3292,15546,48.13529025910205,11.5980464336864,1818,-62,2025-04-22 03:44:26,True,5G,Germany,Munich City Center,0.4523514462587753,0.5923747330299863,0.11070030448020879,0.7931034482758621
NR,262,7,O2,3281,42217,48.13948605569986,11.557448876771252,1873,-68,2025-10-05 18:58:57,True,5G,Germany,Munich City Center,0.4663819314326618,0.5102960416999963,0.11668116572422793,0.5862068965517241
LTE,262,2,Vodafone,1737,26392,48.140137412341176,11.598070774904352,841,-77,2025-07-23 06:44:36,True,4G,Germany,Munich City Center,0.46856002788843926,0.5924239452355141,0.004458460200086995,0.27586206896551724
NR,262,1,Telekom,2069,38244,48.155669817412445,11.562269658663869,1721,-66,2025-04-30 02:34:27,True,5G,Germany,Munich City Center,0.5204994329541772,0.5200425264394675,0.10015224010439322,0.6551724137931034
NR,262,1,Telekom,2359,24822,48.151280854293645,11.553748859687188,1478,-69,2025-07-09 23:25:15,True,5G,Germany,Munich City Center,0.5058230108418301,0.5028154792416855,0.07372770769899957,0.5517241379310345
GSM,262,7,O2,1766,44872,48.137319739803814,11.589427029002586,835,-83,2025-07-05 01:19:55,True,2G,Germany,Munich City Center,0.4591379046184691,0.5749483283335224,0.003806002609830361,0.06896551724137931
UMTS,262,7,O2,3397,44985,48.14226689689459,11.590110789047257,1294,-83,2024-11-07 20:04:38,True,3G,Germany,Munich City Center,0.47568089296332755,0.5763307299831498,0.05371900826446281,0.06896551724137931
LTE,262,1,Telekom,2227,13516,48.13604693294011,11.568848687464275,853,-63,2025-03-03 17:45:39,True,4G,Germany,Munich City Center,0.4548817169282181,0.5333437720116644,0.005763375380600261,0.7586206896551724
LTE,262,2,Vodafone,3696,13123,48.15576570463771,11.564952144881309,1718,-62,2025-08-05 06:51:33,True,4G,Germany,Munich City Center,0.5208200739245072,0.5254658813151898,0.0998260113092649,0.7931034482758621
UMTS,262,7,O2,4674,28592,48.15999461066674,11.572181831527486,827,-71,2025-08-02 02:34:50,True,3G,Germany,Munich City Center,0.5349612749953732,0.5400826036929516,0.00293605915615485,0.4827586206896552
LTE,262,7,O2,2593,26305,48.13205388148696,11.560039732028752,1201,-64,2024-10-23 02:14:23,True,4G,Germany,Munich City Center,0.44152919901989063,0.5155341403719308,0.04360591561548499,0.7241379310344828
GSM,262,1,Telekom,2334,22169,48.157935774684304,11.598575728280219,886,-76,2025-06-03 19:02:49,True,2G,Germany,Munich City Center,0.5280766543867077,0.5934448419451465,0.009351892127011744,0.3103448275862069
LTE,262,7,O2,2796,41757,48.152952834697246,11.55995994299187,1460,-70,2025-07-13 02:06:40,True,4G,Germany,Munich City Center,0.5114140102425084,0.5153728257454521,0.07177033492822966,0.5172413793103449
LTE,262,2,Vodafone,2411,46123,48.15303241045407,11.564274012270877,1994,-82,2025-09-30 02:04:24,True,4G,Germany,Munich City Center,0.5116801066678842,0.524094857011221,0.12983906046107002,0.10344827586206896
UMTS,262,1,Telekom,4390,23838,48.14439545646779,11.56588832670912,1918,-69,2025-03-11 11:25:10,True,3G,Germany,Munich City Center,0.4827986649614027,0.5273586203150817,0.12157459765115268,0.5517241379310345
LTE,262,1,Telekom,2220,37134,48.15477212519662,11.597427658139267,1648,-75,2025-06-01 22:05:24,True,4G,Germany,Munich City Center,0.5174976055225573,0.591123714717681,0.09221400608960417,0.3448275862068966
NR,262,7,O2,3183,16288,48.157209932962715,11.573486805698831,890,-75,2025-05-25 04:03:41,True,5G,Germany,Munich City Center,0.5256494844141076,0.5427209538879485,0.0097868638538495,0.3448275862068966
NR,262,1,Telekom,3290,30801,48.14629472153697,11.5997839474386,1037,-58,2025-08-13 11:05:56,True,5G,Germany,Munich City Center,0.48914969027284455,0.5958875763088695,0.025772074815137016,0.9310344827586207
NR,262,7,O2,3392,36518,48.15275885191319,11.597888308661874,1948,-80,2025-01-06 15:37:06,True,5G,Germany,Munich City Center,0.5107653437706675,0.5920550415001046,0.12483688560243585,0.1724137931034483
LTE,262,1,Telekom,2445,12241,48.138013094581844,11.579508227309427,1948,-68,2025-05-05 03:41:32,True,4G,Germany,Munich City Center,0.4614564402544562,0.5548948491491041,0.12483688560243585,0.5862068965517241
NR,262,1,Telekom,2616,23498,48.134435118131336,11.568756270817785,1346,-60,2025-09-02 16:28:25,True,5G,Germany,Munich City Center,0.4494919075677345,0.5331569273348561,0.05937364071335363,0.8620689655172413
LTE,262,1,Telekom,3790,29909,48.1373477384348,11.564557483113925,964,-75,2025-05-26 23:39:08,True,4G,Germany,Munich City Center,0.4592315303145067,0.5246679682424262,0.01783384080034798,0.3448275862068966
NR,262,2,Vodafone,1119,43269,48.14301083337518,11.55557488631651,1475,-68,2025-07-13 14:58:33,True,5G,Germany,Munich City Center,0.47816857069457375,0.5065072746958241,0.07340147890387125,0.5862068965517241
LTE,262,1,Telekom,1411,22139,48.143151849039036,11.585302166216565,1574,-69,2025-03-15 17:25:43,True,4G,Germany,Munich City Center,0.478640118381624,0.5666088280010264,0.0841670291431057,0.5517241379310345
LTE,262,7,O2,4376,23129,48.1418243831041,11.55632678296861,1941,-60,2024-10-29 16:59:27,True,4G,Germany,Munich City Center,0.47420115412662345,0.508027432506027,0.12407568508046977,0.8620689655172413
LTE,262,7,O2,1942,34965,48.13731789128059,11.558068973254382,1202,-71,2025-03-30 09:56:19,True,4G,Germany,Munich City Center,0.45913172327075313,0.5115497306335459,0.04371465854719443,0.4827586206896552
NR,262,2,Vodafone,3148,31745,48.146341145181985,11.59312091802402,1335,-69,2025-10-03 13:46:07,True,5G,Germany,Munich City Center,0.4893049280800036,0.5824165012935663,0.058177468464549804,0.5517241379310345
LTE,262,2,Vodafone,2459,21562,48.14030541867622,11.59227663573997,1582,-71,2025-08-31 08:51:55,True,4G,Germany,Munich City Center,0.46912183071610614,0.5807095615106418,0.08503697259678121,0.4827586206896552
LTE,262,7,O2,3819,21745,48.13313152908137,11.55324952049208,987,-81,2025-09-19 09:07:11,True,4G,Germany,Munich City Center,0.4451327861441768,0.5018059330822989,0.02033492822966507,0.13793103448275862
LTE,262,1,Telekom,3141,10486,48.14917953852832,11.577957760982699,1309,-57,2024-12-17 23:46:13,True,4G,Germany,Munich City Center,0.49879634045785926,0.5517601716778697,0.055350152240104394,0.9655172413793104
NR,262,2,Vodafone,3629,48897,48.15034186304814,11.599219620022048,881,-61,2024-11-07 10:15:04,True,5G,Germany,Munich City Center,0.5026830820008246,0.594746639283296,0.00880817746846455,0.8275862068965517
LTE,262,7,O2,3919,20166,48.136374670041974,11.56832379288762,1557,-63,2025-01-14 08:35:49,True,4G,Germany,Munich City Center,0.45597764959354636,0.5322825588941339,0.08231839930404523,0.7586206896551724
NR,262,1,Telekom,1922,34552,48.14428406603434,11.558372030455736,1162,-68,2025-08-03 13:46:57,True,5G,Germany,Munich City Center,0.48242618221858075,0.5121624408647852,0.03936494127881688,0.5862068965517241
LTE,262,2,Vodafone,1990,31872,48.133180249850376,11.579817416638473,963,-58,2025-10-06 09:23:38,True,4G,Germany,Munich City Center,0.4452957053923574,0.5555199570972096,0.017725097868638538,0.9310344827586207
LTE,262,7,O2,3349,25046,48.155633905798496,11.560180519387977,1278,-67,2025-04-05 20:08:42,True,4G,Germany,Munich City Center,0.5203793467308967,0.5158187792290212,0.05197912135711179,0.6206896551724138
NR,262,1,Telekom,4861,12680,48.15352358735328,11.595029989393288,1057,-68,2025-07-18 18:09:36,True,5G,Germany,Munich City Center,0.5133225719403229,0.5862761936384163,0.027946933449325796,0.5862068965517241
LTE,262,2,Vodafone,4823,43454,48.1554159218067,11.597734607424767,1480,-77,2024-11-05 09:21:53,True,4G,Germany,Munich City Center,0.5196504216999195,0.5917442938257091,0.07394519356241844,0.27586206896551724
NR,262,1,Telekom,4851,12715,48.145084499811105,11.584814800049891,1268,-77,2025-04-04 09:34:39,True,5G,Germany,Munich City Center,0.4851027834254805,0.5656234884831168,0.0508916920400174,0.27586206896551724
UMTS,262,1,Telekom,4704,15155,48.158851910420104,11.586680291895538,1763,-56,2025-02-20 22:47:35,True,3G,Germany,Munich City Center,0.5311401558121831,0.5693950733028026,0.10471944323618965,1.0
LTE,262,7,O2,3580,14998,48.14425426825308,11.565769742741136,1272,-61,2025-08-18 03:10:10,True,4G,Germany,Munich City Center,0.48232654027492894,0.5271188714817918,0.05132666376685516,0.8275862068965517
GSM,262,1,Telekom,1975,21276,48.142710751336054,11.551259988645038,978,-68,2024-11-15 06:55:41,True,2G,Germany,Munich City Center,0.47716511485424823,0.4977835686157396,0.01935624184428012,0.5862068965517241
LTE,262,7,O2,4092,30236,48.132950753584744,11.595591330933543,1927,-73,2025-04-29 15:17:37,True,4G,Germany,Munich City Center,0.4445282840273434,0.5874110939258792,0.12255328403653762,0.41379310344827586
NR,262,2,Vodafone,4716,19362,48.137520990390975,11.582790137894037,1330,-59,2024-12-03 15:12:12,True,5G,Germany,Munich City Center,0.45981087417587396,0.5615300988122754,0.05763375380600261,0.896551724137931
UMTS,262,7,O2,4811,43075,48.14743141327459,11.598755463830472,1459,-69,2025-07-19 22:40:47,True,3G,Germany,Munich City Center,0.492950717372271,0.5938082248644946,0.07166159199652022,0.5517241379310345
LTE,262,1,Telekom,2523,30669,48.153141516507645,11.555707938062616,1973,-59,2025-04-29 12:32:44,True,4G,Germany,Munich City Center,0.5120449505852258,0.5067762739664545,0.1275554588951718,0.896551724137931
LTE,262,7,O2,3368,25422,48.15731038613362,11.55701786813475,1537,-81,2024-12-21 00:34:47,True,4G,Germany,Munich City Center,0.5259853936251828,0.509424643824751,0.08014354066985646,0.13793103448275862
LTE,262,1,Telekom,2427,14143,48.13624015629905,11.573897164538762,1049,-62,2025-04-06 20:05:46,True,4G,Germany,Munich City Center,0.4555278439292958,0.5435506027416369,0.027076989995650284,0.7931034482758621
LTE,262,2,Vodafone,4096,20987,48.13378284046313,11.560104554269897,1913,-61,2025-08-05 07:35:53,True,4G,Germany,Munich City Center,0.4473107312547946,0.5156651956650693,0.12103088299260548,0.8275862068965517
NR,262,7,O2,3009,28239,48.13976273490345,11.585859842471676,1644,-59,2025-04-30 16:59:46,True,5G,Germany,Munich City Center,0.4673071296336125,0.5677363179458279,0.09177903436276642,0.896551724137931
UMTS,262,7,O2,2228,49117,48.13927307716377,11.558244763771448,998,-64,2024-12-07 07:50:31,True,3G,Germany,Munich City Center,0.46566974433700176,0.511905137625625,0.0215311004784689,0.7241379310344828
GSM,262,2,Vodafone,1714,33860,48.15606301880694,11.598150814772035,1710,-78,2025-08-04 06:39:59,True,2G,Germany,Munich City Center,0.5218142741785315,0.5925857669827532,0.09895606785558939,0.2413793103448276
LTE,262,1,Telekom,4864,24087,48.149650846061924,11.580528335035984,815,-85,2024-12-18 17:18:59,True,4G,Germany,Munich City Center,0.5003723637965458,0.5569572665351161,0.0016311439756415832,0.0
NR,262,7,O2,2532,32230,48.14420068554103,11.554731515843732,1450,-70,2025-05-10 11:50:11,True,5G,Germany,Munich City Center,0.4821473629889357,0.504802178380383,0.07068290561113527,0.5172413793103449
UMTS,262,2,Vodafone,1432,14541,48.15362918987312,11.586762225453207,924,-67,2024-12-11 04:11:09,True,3G,Germany,Munich City Center,0.513675700256835,0.5695607236448534,0.013484123531970421,0.6206896551724138
UMTS,262,2,Vodafone,4395,32249,48.15786354458361,11.558231336409815,870,-56,2025-04-03 08:27:46,True,3G,Germany,Munich City Center,0.5278351213826075,0.5118779906652013,0.007612005219660722,1.0
UMTS,262,2,Vodafone,3879,25648,48.15115959060619,11.573420775524333,836,-85,2024-10-15 10:48:19,True,3G,Germany,Munich City Center,0.5054175125462639,0.5425874564382767,0.0039147455415398,0.0
NR,262,1,Telekom,1660,12269,48.15335578269185,11.58606157784707,1488,-61,2025-08-31 08:13:39,True,5G,Germany,Munich City Center,0.5127614434967915,0.5681441793263042,0.07481513701609395,0.8275862068965517
NR,262,7,O2,3286,13232,48.145820333337156,11.591869114176294,1805,-58,2025-01-29 08:26:32,True,5G,Germany,Munich City Center,0.48756336537625544,0.5798856489608029,0.10928664636798609,0.9310344827586207
UMTS,262,7,O2,2164,49180,48.15108479705743,11.592084220267594,960,-74,2025-03-17 10:11:28,True,3G,Germany,Munich City Center,0.5051674075298386,0.5803205427773918,0.017398869073510223,0.3793103448275862
LTE,262,1,Telekom,3006,17449,48.14341897437123,11.57267725203474,1362,-80,2024-10-13 11:32:43,True,4G,Germany,Munich City Center,0.4795333690255815,0.5410842271891263,0.061113527620704655,0.1724137931034483
LTE,262,2,Vodafone,2782,20509,48.1411224690934,11.582091056759312,965,-58,2025-09-02 09:50:05,True,4G,Germany,Munich City Center,0.4718539969442257,0.560116721529706,0.017942583732057416,0.9310344827586207
UMTS,262,2,Vodafone,4198,25808,48.13855781130813,11.5764238176021,842,-57,2025-03-22 14:31:16,True,3G,Germany,Munich City Center,0.46327793940819134,0.5486588997092882,0.004567203131796433,0.9655172413793104
LTE,262,7,O2,4820,45586,48.15774637068676,11.591116532529819,1793,-65,2024-11-03 01:10:04,True,4G,Germany,Munich City Center,0.5274432990946945,0.5783641062534235,0.10798173118747281,0.6896551724137931
UMTS,262,2,Vodafone,1600,30297,48.14821234195212,11.581889835614852,967,-85,2025-01-14 15:21:18,True,3G,Germany,Munich City Center,0.49556209472970464,0.5597098998029775,0.018160069595476294,0.0
NR,262,1,Telekom,3129,42292,48.14250543463565,11.560934988933079,1877,-59,2025-08-19 06:43:59,True,5G,Germany,Munich City Center,0.47647854846481813,0.5173441388224503,0.11711613745106568,0.896551724137931
LTE,262,1,Telekom,1518,10672,48.135554330219634,11.56061771515966,1308,-78,2025-09-11 23:51:33,True,4G,Germany,Munich City Center,0.45323448379735615,0.5167026860333088,0.055241409308394954,0.2413793103448276
GSM,262,2,Vodafone,3695,24567,48.13668249475278,11.555337887859338,872,-65,2025-05-19 14:39:35,True,2G,Germany,Munich City Center,0.4570069964506882,0.5060281196754228,0.0078294910830796,0.6896551724137931
UMTS,262,7,O2,1754,22923,48.14270661963076,11.589296410129673,1733,-65,2024-12-15 18:49:10,True,3G,Germany,Munich City Center,0.4771512986864363,0.5746842477590667,0.10145715528490648,0.6896551724137931
UMTS,262,2,Vodafone,2867,20616,48.147550544627194,11.567696432670786,841,-57,2025-09-05 06:41:35,True,3G,Germany,Munich City Center,0.4933490852715492,0.5310141844030816,0.004458460200086995,0.9655172413793104
GSM,262,7,O2,2427,35083,48.14150901661338,11.58577759399595,1892,-75,2025-05-29 04:38:41,True,2G,Germany,Munich City Center,0.4731465880223568,0.5675700309136895,0.11874728142670726,0.3448275862068966
UMTS,262,7,O2,2202,20099,48.14071717242078,11.5618286595238,933,-81,2024-12-12 21:16:34,True,3G,Germany,Munich City Center,0.47049870985541553,0.5191509301207478,0.014462809917355372,0.13793103448275862
UMTS,262,1,Telekom,2757,26840,48.14025643814985,11.597754535392292,1808,-57,2024-10-26 08:04:03,True,3G,Germany,Munich City Center,0.4689580428553128,0.5917845834790678,0.1096128751631144,0.9655172413793104
NR,262,7,O2,4606,25435,48.139758038661206,11.576641709832037,1780,-83,2025-01-29 20:17:33,True,5G,Germany,Munich City Center,0.46729142568905074,0.5490994264415148,0.10656807307525011,0.06896551724137931
UMTS,262,1,Telekom,3074,30545,48.140442729812804,11.565005732977685,1359,-65,2025-07-22 04:06:52,True,3G,Germany,Munich City Center,0.4695809906923192,0.5255742238154696,0.06078729882557634,0.6896551724137931
LTE,262,2,Vodafone,1705,13552,48.14775288768857,11.582176831039126,1907,-57,2025-09-30 06:26:57,True,4G,Germany,Munich City Center,0.494025707995381,0.5602901369066858,0.12037842540234885,0.9655172413793104
NR,262,7,O2,4402,35837,48.13388696522223,11.562709610901726,1957,-79,2025-02-10 09:40:59,True,5G,Germany,Munich City Center,0.44765891803048685,0.5209320061686651,0.12581557198782078,0.20689655172413793
LTE,262,2,Vodafone,1950,27516,48.154457882148655,11.595322646131441,1289,-71,2024-10-10 07:22:36,True,4G,Germany,Munich City Center,0.5164467961416173,0.586867876584431,0.053175293605915615,0.4827586206896552
UMTS,262,1,Telekom,2213,41985,48.14731814599408,11.599820012399778,1871,-74,2025-07-09 09:42:37,True,3G,Germany,Munich City Center,0.49257195856858427,0.5959604911599404,0.11646367986080905,0.3793103448275862
LTE,262,1,Telekom,1106,34499,48.149771870588054,11.564946517296862,1025,-70,2025-08-26 21:18:24,True,4G,Germany,Munich City Center,0.500777062351389,0.525454503665848,0.024467159634623748,0.5172413793103449
NR,262,2,Vodafone,1905,45273,48.13159147492879,11.585108434334217,1646,-59,2025-05-15 22:21:05,True,5G,Germany,Munich City Center,0.4399829399943444,0.5662171477970859,0.0919965202261853,0.896551724137931
LTE,262,1,Telekom,3463,24029,48.13680275206828,11.576000922432831,1447,-82,2024-11-23 18:25:26,True,4G,Germany,Munich City Center,0.457409129500458,0.5478039053524625,0.07035667681600696,0.10344827586206896
NR,262,1,Telekom,1011,44096,48.14173285277117,11.55149776569114,1787,-69,2025-06-05 14:29:18,True,5G,Germany,Munich City Center,0.4738950823356755,0.4982642977594461,0.10732927359721618,0.5517241379310345
LTE,262,7,O2,2842,12093,48.1399137213567,11.594685926565699,1295,-56,2024-11-08 01:58:35,True,4G,Germany,Munich City Center,0.46781201902574315,0.5855805796958633,0.05382775119617225,1.0
UMTS,262,7,O2,2379,38656,48.14328834111653,11.587117589292172,1244,-71,2025-01-08 18:38:43,True,3G,Germany,Munich City Center,0.47909653947473424,0.5702791855687868,0.048281861678990866,0.4827586206896552
LTE,262,7,O2,2133,35658,48.13094522554689,11.56082148198556,1375,-77,2025-02-25 04:29:33,True,4G,Germany,Munich City Center,0.43782192189920394,0.5171146545278974,0.06252718573292736,0.27586206896551724
LTE,262,1,Telekom,2419,24885,48.1542601632233,11.5691158547579,1497,-82,2025-03-10 00:33:49,True,4G,Germany,Munich City Center,0.5157856362435759,0.533883921308647,0.0757938234014789,0.10344827586206896
NR,262,7,O2,1081,43769,48.14324365441263,11.589337853498174,1128,-79,2025-04-17 17:12:00,True,5G,Germany,Munich City Center,0.47894710989159167,0.5747680364820664,0.03566768160069596,0.20689655172413793
LTE,262,7,O2,2928,24623,48.13089607889416,11.575734308067238,992,-66,2025-09-07 06:21:35,True,4G,Germany,Munich City Center,0.4376575785221192,0.547264873945637,0.020878642888212267,0.6551724137931034
NR,262,2,Vodafone,1780,39042,48.15177488983839,11.58789788278922,1089,-74,2025-07-11 22:02:02,True,5G,Germany,Munich City Center,0.5074750352487245,0.5718567551064031,0.03142670726402784,0.3793103448275862
LTE,262,2,Vodafone,4938,19656,48.13997743978199,11.581517699253643,1201,-59,2025-08-09 18:36:34,True,4G,Germany,Munich City Center,0.46802508951199445,0.5589575277923124,0.04360591561548499,0.896551724137931
